id,num,diff
1697447997.082763,1,0.001740
1697447997.083101,2,0.002063
1697447997.083189,3,0.002642
1697447997.083257,4,0.004120
1697447997.0836101,5,0.005370
1697447997.0838349,6,0.005687
1697447997.0839269,7,0.006281
1697447997.083997,8,0.006497
1697447997.084064,9,0.006577
1697447997.084461,10,0.006409
1697447997.0845499,11,0.006542
1697447997.0847881,12,0.006560
1697447997.084938,13,0.006579
1697447997.0850141,14,0.006734
1697447997.0850821,15,0.006872
1697447997.085149,16,0.007119
1697447997.085216,17,0.007284
1697447997.0852909,18,0.007347
1697447997.085357,19,0.007490
1697447997.085423,20,0.007651
1697447997.0854959,21,0.007880
1697447997.085561,22,0.007934
1697447997.085634,23,0.008093
1697447997.0863309,24,0.007565
1697447997.0864429,25,0.007621
1697447997.086484,26,0.007750
1697447997.0865271,27,0.007858
1697447997.086565,28,0.008137
1697447997.0866041,29,0.008271
1697447997.0866411,30,0.008391
1697447997.086678,31,0.008516
1697447997.086719,32,0.008666
1697447997.0867569,33,0.008769
1697447997.0868039,34,0.008883
1697447997.087405,35,0.008467
1697447997.0874491,36,0.008960
1697447997.087487,37,0.009095
1697447997.0875249,38,0.009775
1697447997.087563,39,0.009895
1697447997.0876091,40,0.009986
1697447997.087647,41,0.010447
1697447997.0876839,42,0.010587
1697447997.0877211,43,0.010841
1697447997.0877581,44,0.011265
1697447997.0878,45,0.011950
1697447997.08901,46,0.010917
1697447997.089077,47,0.011234
1697447997.089119,48,0.011650
1697447997.0891581,49,0.011866
1697447997.0892091,50,0.012180
1697447997.0892479,51,0.012772
1697447997.089293,52,0.013492
1697447997.0893309,53,0.013657
1697447997.0893691,54,0.013871
1697447997.089411,55,0.014145
1697447997.089483,56,0.014329
1697447997.089524,57,0.014456
1697447997.089561,58,0.014591
1697447997.0895989,59,0.015134
1697447997.089638,60,0.015585
1697447997.0896859,61,0.015947
1697447997.0897231,62,0.016615
1697447997.089761,63,0.016846
1697447997.0898011,64,0.017574
1697447997.0960829,65,0.011960
1697447997.096195,66,0.012593
1697447997.0962551,67,0.012993
1697447997.0962889,68,0.013434
1697447997.0963581,69,0.013804
1697447997.0963991,70,0.014054
1697447997.096432,71,0.015037
1697447997.0964689,72,0.015629
1697447997.0965011,73,0.016647
1697447997.0965359,74,0.017247
1697447997.0965669,75,0.017890
1697447997.096601,76,0.018094
1697447997.0966339,77,0.019038
1697447997.0966721,78,0.019411
1697447997.0967121,79,0.019690
1697447997.0967431,80,0.019974
1697447997.096777,81,0.020394
1697447997.096808,82,0.020727
1697447997.096844,83,0.020984
1697447997.0968809,84,0.021827
1697447997.0969191,85,0.022318
1697447997.0969551,86,0.023031
1697447997.0971119,87,0.023441
1697447997.0972171,88,0.023518
1697447997.0972631,89,0.024696
1697447997.0973129,90,0.024888
1697447997.0973549,91,0.025652
1697447997.0974059,92,0.026431
1697447997.0974481,93,0.026711
1697447997.097492,94,0.027410
1697447997.0975399,95,0.027506
1697447997.0975871,96,0.028124
1697447997.0976341,97,0.028360
1697447997.0976861,98,0.028934
1697447997.097729,99,0.029227
1697447997.0977769,100,0.030083
1697447997.09782,101,0.030752
1697447997.0978701,102,0.031072
1697447997.097918,103,0.032374
1697447997.0979681,104,0.032535
1697447997.0980141,105,0.032809
1697447997.0980561,106,0.033005
1697447997.0980971,107,0.033562
1697447997.098139,108,0.033805
1697447997.098182,109,0.034136
1697447997.098233,110,0.034819
1697447997.0982749,111,0.035042
1697447997.09832,112,0.035760
1697447997.098367,113,0.036187
1697447997.0984139,114,0.036305
1697447997.09846,115,0.036452
1697447997.0985079,116,0.037289
1697447997.098551,117,0.038465
1697447997.0986061,118,0.039057
1697447997.098649,119,0.039750
1697447997.0986941,120,0.040361
1697447997.098736,121,0.040717
1697447997.0987821,122,0.040963
1697447997.0988309,123,0.041184
1697447997.0988729,124,0.042244
1697447997.0989139,125,0.042494
1697447997.0989649,126,0.042900
1697447997.0990059,127,0.043589
1697447997.0990479,128,0.044028
1697447997.0990889,129,0.044181
1697447997.0991349,130,0.044317
1697447997.0991781,131,0.044417
1697447997.099226,132,0.044808
1697447997.099268,133,0.044918
1697447997.0993149,134,0.044969
1697447997.09936,135,0.045415
1697447997.099401,136,0.045482
1697447997.099443,137,0.045609
1697447997.0994899,138,0.045977
1697447997.099535,139,0.046080
1697447997.099577,140,0.046213
1697447997.099617,141,0.046427
1697447997.099659,142,0.046945
1697447997.0997,143,0.047278
1697447997.0997419,144,0.047493
1697447997.099791,145,0.047619
1697447997.099834,146,0.047972
1697447997.0998881,147,0.048221
1697447997.09993,148,0.048505
1697447997.0999861,149,0.048675
1697447997.100029,150,0.049579
1697447997.1000769,151,0.050032
1697447997.1001191,152,0.050401
1697447997.1001611,153,0.051178
1697447997.100209,154,0.051192
1697447997.10025,155,0.051393
1697447997.100296,156,0.051505
1697447997.1003411,157,0.051802
1697447997.100383,158,0.051835
1697447997.100431,159,0.051916
1697447997.1004741,160,0.052011
1697447997.1005149,161,0.052365
1697447997.100563,162,0.052877
1697447997.100606,163,0.053929
1697447997.1006479,164,0.054048
1697447997.100698,165,0.054588
1697447997.10074,166,0.054738
1697447997.100805,167,0.054726
1697447997.1009071,168,0.054700
1697447997.100965,169,0.054855
1697447997.1010089,170,0.054983
1697447997.1010571,171,0.055105
1697447997.1011081,172,0.055138
1697447997.10115,173,0.055577
1697447997.101198,174,0.055625
1697447997.1012461,175,0.055976
1697447997.101294,176,0.056119
1697447997.101335,177,0.056251
1697447997.1013751,178,0.056923
1697447997.1014171,179,0.057181
1697447997.101475,180,0.057249
1697447997.101527,181,0.057904
1697447997.101568,182,0.058554
1697447997.1016099,183,0.058653
1697447997.1016569,184,0.058758
1697447997.1017039,185,0.058851
1697447997.101747,186,0.059082
1697447997.1017931,187,0.059392
1697447997.101846,188,0.059496
1697447997.1018889,189,0.059669
1697447997.101939,190,0.059797
1697447997.1019809,191,0.060033
1697447997.1020241,192,0.060162
1697447997.1020651,193,0.060598
1697447997.1021099,194,0.060714
1697447997.1021531,195,0.061012
1697447997.102196,196,0.061359
1697447997.1022389,197,0.061629
1697447997.102282,198,0.062006
1697447997.1023271,199,0.062216
1697447997.1023669,200,0.062402
1697447997.1024079,201,0.062600
1697447997.102452,202,0.062836
1697447997.102494,203,0.063053
1697447997.1025369,204,0.063426
1697447997.1025801,205,0.063517
1697447997.1026261,206,0.063592
1697447997.1026731,207,0.063775
1697447997.102715,208,0.063819
1697447997.102756,209,0.063954
1697447997.1028659,210,0.064049
1697447997.1029489,211,0.064279
1697447997.102999,212,0.064357
1697447997.1030331,213,0.064878
1697447997.103066,214,0.064990
1697447997.1030991,215,0.065282
1697447997.103132,216,0.066081
1697447997.103179,217,0.066262
1697447997.10325,218,0.066507
1697447997.1034949,219,0.066521
1697447997.1035841,220,0.066497
1697447997.1036639,221,0.066679
1697447997.103704,222,0.066996
1697447997.1037381,223,0.067145
1697447997.1037719,224,0.067472
1697447997.103807,225,0.067587
1697447997.103843,226,0.067755
1697447997.103883,227,0.068202
1697447997.1039181,228,0.068289
1697447997.1039579,229,0.068418
1697447997.103992,230,0.068559
1697447997.1040261,231,0.068769
1697447997.104059,232,0.069076
1697447997.1040981,233,0.069296
1697447997.1041379,234,0.069524
1697447997.1042371,235,0.069506
1697447997.1043,236,0.069861
1697447997.1043389,237,0.069966
1697447997.1043739,238,0.070272
1697447997.104414,239,0.070365
1697447997.104449,240,0.070457
1697447997.1044829,241,0.070992
1697447997.104533,242,0.071264
1697447997.104568,243,0.071373
1697447997.104604,244,0.071733
1697447997.1046391,245,0.071978
1697447997.1046801,246,0.072102
1697447997.1047151,247,0.072132
1697447997.104749,248,0.072383
1697447997.104784,249,0.072789
1697447997.1048219,250,0.072813
1697447997.1048579,251,0.073085
1697447997.104893,252,0.073493
1697447997.104928,253,0.073740
1697447997.1049621,254,0.073885
1697447997.1049969,255,0.074141
1697447997.1050341,256,0.074464
1697447997.1050689,257,0.074668
1697447997.1051071,258,0.074791
1697447997.1051409,259,0.074833
1697447997.1051769,260,0.074962
1697447997.1052129,261,0.074999
1697447997.105248,262,0.075088
1697447997.1052811,263,0.075184
1697447997.105314,264,0.075188
1697447997.1053481,265,0.075365
1697447997.105382,266,0.075562
1697447997.1054151,267,0.075995
1697447997.105902,268,0.075831
1697447997.1059561,269,0.076014
1697447997.1059921,270,0.076147
1697447997.1060259,271,0.076205
1697447997.106061,272,0.076740
1697447997.106107,273,0.077303
1697447997.1061411,274,0.077680
1697447997.1061749,275,0.077719
1697447997.1062119,276,0.078016
1697447997.106246,277,0.078094
1697447997.1062789,278,0.078466
1697447997.106317,279,0.078640
1697447997.1063521,280,0.078733
1697447997.10639,281,0.079260
1697447997.1064241,282,0.079451
1697447997.1065259,283,0.080167
1697447997.106591,284,0.080209
1697447997.106632,285,0.080341
1697447997.106667,286,0.080599
1697447997.1067009,287,0.080985
1697447997.106735,288,0.081133
1697447997.1067729,289,0.081368
1697447997.106807,290,0.081551
1697447997.106843,291,0.081909
1697447997.1068771,292,0.082229
1697447997.1069109,293,0.082274
1697447997.106945,294,0.082500
1697447997.1069839,295,0.082856
1697447997.107018,296,0.083240
1697447997.107053,297,0.083500
1697447997.1070869,298,0.083677
1697447997.107121,299,0.083924
1697447997.107162,300,0.084213
1697447997.1071961,301,0.084726
1697447997.1072371,302,0.084823
1697447997.107271,303,0.084936
1697447997.1073689,304,0.085209
1697447997.1074071,305,0.085489
1697447997.1074481,306,0.085782
1697447997.1074791,307,0.086160
1697447997.107518,308,0.086778
1697447997.107549,309,0.086833
1697447997.1076369,310,0.087014
1697447997.1076901,311,0.087137
1697447997.107723,312,0.087586
1697447997.1077621,313,0.088014
1697447997.1077931,314,0.088385
1697447997.1078241,315,0.088721
1697447997.107861,316,0.088961
