id,num,diff
1697584659.526763,1,0.001967
1697584659.5270481,2,0.000868
1697584659.5271051,3,0.000891
1697584659.5271561,4,0.000876
1697584659.5272141,5,0.000852
1697584659.5272739,6,0.000829
1697584659.5273311,7,0.000805
1697584659.5273809,8,0.000793
1697584659.527513,9,0.000703
1697584659.5275741,10,0.000666
1697584659.5276201,11,0.000651
1697584659.5276711,12,0.000634
1697584659.527714,13,0.000623
1697584659.527765,14,0.000616
1697584659.5278821,15,0.000540
1697584659.5279441,16,0.000500
1697584659.527983,17,0.000492
1697584659.5280311,18,0.000475
1697584659.5280681,19,0.000540
1697584659.52812,20,0.000533
1697584659.528157,21,0.000536
1697584659.528204,22,0.000521
1697584659.528245,23,0.000511
1697584659.528286,24,0.000501
1697584659.528322,25,0.000496
1697584659.5283639,26,0.000486
1697584659.528404,27,0.000483
1697584659.528446,28,0.000474
1697584659.528482,29,0.000468
1697584659.5285239,30,0.000458
1697584659.5285649,31,0.000448
1697584659.5286119,32,0.000588
1697584659.5286551,33,0.000666
1697584659.528693,34,0.000712
1697584659.5287299,35,0.000750
1697584659.5287681,36,0.000752
1697584659.528805,37,0.000749
1697584659.528842,38,0.000744
1697584659.5288839,39,0.000736
1697584659.5289259,40,0.000720
1697584659.5289619,41,0.000707
1697584659.5289979,42,0.000695
1697584659.5290351,43,0.000682
1697584659.529072,44,0.000671
1697584659.5291121,45,0.000660
1697584659.529155,46,0.000642
1697584659.5291979,47,0.000623
1697584659.5292511,48,0.000595
1697584659.529289,49,0.000581
1697584659.529331,50,0.000563
1697584659.5293679,51,0.000550
1697584659.5294061,52,0.000543
1697584659.529448,53,0.000524
1697584659.529485,54,0.000512
1697584659.5295219,55,0.000500
1697584659.529563,56,0.000482
1697584659.529599,57,0.000472
1697584659.5296271,58,0.000472
1697584659.5296559,59,0.000468
1697584659.529685,60,0.000466
1697584659.5297129,61,0.000462
1697584659.529747,62,0.000453
1697584659.529779,63,0.000444
1697584659.529808,64,0.000439
1697584659.5298409,65,0.000437
1697584659.52987,66,0.000432
1697584659.5299001,67,0.000500
1697584659.5299771,68,0.000460
1697584659.5300181,69,0.000445
1697584659.5300519,70,0.000452
1697584659.530081,71,0.000450
1697584659.5301099,72,0.000446
1697584659.530139,73,0.000441
1697584659.5301991,74,0.000411
1697584659.5302329,75,0.000403
1697584659.530262,76,0.000488
1697584659.5302911,77,0.000514
1697584659.530324,78,0.000510
1697584659.5303719,79,0.000489
1697584659.5304079,80,0.000477
1697584659.5304461,81,0.000464
1697584659.5304749,82,0.000466
1697584659.530509,83,0.000457
1697584659.530539,84,0.000452
1697584659.5305679,85,0.000448
1697584659.530596,86,0.000443
1697584659.5306251,87,0.000438
1697584659.5306571,88,0.000436
1697584659.5306871,89,0.000431
1697584659.530724,90,0.000419
1697584659.5307529,91,0.000506
1697584659.5307851,92,0.000518
1697584659.5308139,93,0.000515
1697584659.530843,94,0.000510
1697584659.5308721,95,0.000512
1697584659.530901,96,0.000506
1697584659.5309329,97,0.000494
1697584659.530966,98,0.000481
1697584659.5309949,99,0.000472
1697584659.531024,100,0.000463
1697584659.5311079,101,0.000405
1697584659.531141,102,0.000393
1697584659.5311699,103,0.000383
1697584659.5312321,104,0.000423
1697584659.5312669,105,0.000434
1697584659.531297,106,0.000427
1697584659.531338,107,0.000408
1697584659.531368,108,0.000406
1697584659.5313981,109,0.000397
1697584659.5314269,110,0.000387
1697584659.531451,111,0.000383
1697584659.5314751,112,0.000380
1697584659.5314989,113,0.000376
1697584659.531523,114,0.000372
1697584659.531554,115,0.000367
1697584659.5315809,116,0.000359
1697584659.531606,117,0.000355
1697584659.53163,118,0.000424
1697584659.5316629,119,0.000429
1697584659.531688,120,0.000425
1697584659.5317161,121,0.000418
1697584659.5317409,122,0.000419
1697584659.5317659,123,0.000415
1697584659.531791,124,0.000411
1697584659.5318191,125,0.000404
1697584659.5318429,126,0.000399
1697584659.5318661,127,0.000397
1697584659.531894,128,0.000389
1697584659.5319209,129,0.000390
1697584659.531945,130,0.000385
1697584659.5319691,131,0.000381
1697584659.531996,132,0.000374
1697584659.532021,133,0.000376
1697584659.532048,134,0.000440
1697584659.5320771,135,0.000489
1697584659.5321009,136,0.000497
1697584659.532125,137,0.000493
1697584659.5321529,138,0.000486
1697584659.532177,139,0.000482
1697584659.5322011,140,0.000677
1697584659.5322261,141,0.000725
1697584659.532254,142,0.000725
1697584659.5322781,143,0.000722
1697584659.5323009,144,0.000718
1697584659.532326,145,0.000720
1697584659.532356,146,0.000709
1697584659.5323811,147,0.000706
1697584659.5324039,148,0.000702
1697584659.532428,149,0.000698
